term_1,term_2,co_occurrences,freq_term_1,freq_term_2,npmi
fusion,oppose,2,46,72,0.3799
polyamine,propose,2,12,276,0.3799
aluminum,believe,2,138,24,0.3799
osmosis,refiltere,2,828,4,0.3799
wavelet,remain,3,5,1158,0.3799
slag,dredge,6,110,137,0.3799
electricity,degas,9,203,130,0.3799
litre,consume,2,11,301,0.3799
bather,circulate,4,5,1725,0.3798
curve,tow,3,200,29,0.3798
tube,impregnate,49,3007,91,0.3798
adapter,impart,2,85,39,0.3798
quantity,digitize,3,446,13,0.3798
bypipe,arrange,3,4,1450,0.3798
radium,inject,4,5,1725,0.3798
supercooling,accompany,2,21,158,0.3797
revolving,extend,2,3,1106,0.3797
yard,dehydrate,2,14,237,0.3797
orderer,construct,2,7,474,0.3797
slime,intensify,2,107,31,0.3797
spirit,define,4,26,332,0.3797
borehole,guide,3,9,645,0.3797
supernatent,extend,2,3,1106,0.3797
traceability,relate,5,8,1469,0.3796
dither,mean,2,2,1660,0.3796
firing,melt,4,48,180,0.3796
source,suwon,2,1660,2,0.3796
source,subcoole,2,1660,2,0.3796
expression,derive,7,59,317,0.3796
retrieval,retain,2,11,302,0.3796
distributing,mean,2,2,1660,0.3796
gis,manage,2,10,332,0.3796
correcting,mean,2,2,1660,0.3796
deviation,rat,2,166,20,0.3796
compressor,emulsify,2,415,8,0.3796
orderer,return,4,7,1235,0.3796
polyethylene,extrude,4,135,64,0.3796
coke,ionize,6,60,252,0.3796
start,tangle,2,369,9,0.3796
tact,mean,2,2,1660,0.3796
completion,automate,2,81,41,0.3796
momentum,assume,2,22,151,0.3796
actinobacteria,mean,2,2,1660,0.3796
circuit,desublimate,2,830,4,0.3796
chloroflexus,mean,2,2,1660,0.3796
circuit,salt,3,830,7,0.3796
source,gate,2,1660,2,0.3796
phylum,mean,2,2,1660,0.3796
proceed,mean,2,2,1660,0.3796
circuit,multiplexe,2,830,4,0.3796
circumference,seat,18,302,228,0.3796
screening,weld,5,65,181,0.3795
second,yield,2,175,19,0.3795
babe,estimate,2,5,665,0.3795
bolting,expect,2,12,277,0.3795
file,extract,5,36,327,0.3795
eluate,check,2,6,554,0.3795
oxide,denitrate,3,277,21,0.3795
usage,differentiate,4,376,23,0.3795
refiner,dry,2,7,475,0.3795
pit,spend,3,277,21,0.3795
buried,estimate,2,5,665,0.3795
ecosystem,pollute,5,137,86,0.3794
ozone,impress,4,1082,8,0.3794
photoreaction,irradiate,2,18,185,0.3794
bacterium,notify,2,18,185,0.3794
bacterium,irradiate,2,18,185,0.3794
shortage,alleviate,2,90,37,0.3794
jack,expand,6,35,433,0.3794
fibre,travel,3,56,104,0.3794
irrigation,program,2,111,30,0.3794
stress,tensione,2,222,15,0.3794
expression,calculate,23,59,1639,0.3794
larva,complete,2,8,416,0.3794
coupler,travel,2,32,104,0.3794
boat,complete,2,8,416,0.3794
cao,neutralize,4,37,234,0.3794
kw,irradiate,2,18,185,0.3794
stagnation,rectify,2,45,74,0.3794
oxic,dissolve,7,11,1705,0.3793
mg,ground,4,321,27,0.3793
buoyancy,elevate,11,402,87,0.3793
toc,quantify,3,94,62,0.3793
termination,proceed,2,11,303,0.3793
camera,label,2,238,14,0.3793
backlog,lead,2,3,1112,0.3792
encrustation,lead,2,3,1112,0.3792
stacking,facilitate,3,15,389,0.3792
interval,space,48,876,305,0.3792
firefighter,lead,2,3,1112,0.3792
putrefaction,lead,2,3,1112,0.3792
preheater,fluidize,5,42,281,0.3792
renaturation,lead,2,3,1112,0.3792
wr,send,4,7,1240,0.3792
mca,lead,2,3,1112,0.3792
strand,cut,4,21,413,0.3792
chemical,motivate,2,1668,2,0.3792
extruder,cut,4,21,413,0.3792
terminal,expire,3,449,13,0.3792
construction,respect,2,1113,3,0.3791
person,propose,11,127,276,0.3791
background,relate,23,66,1469,0.3791
import,convert,3,10,584,0.3791
construction,click,2,1113,3,0.3791
erosion,cast,3,99,59,0.3791
recooler,press,2,7,477,0.3791
construction,relocate,2,1113,3,0.3791
circulating,convey,2,4,836,0.379
ring,bolt,11,835,42,0.379
nucleus,act,6,18,845,0.379
molasse,convey,2,4,836,0.379
nitrite,nitrify,6,130,117,0.379
feature,extract,22,279,327,0.379
leak,reject,14,2330,21,0.379
bowl,relieve,2,76,44,0.379
pbm,require,5,5,2365,0.379
manifold,disengage,2,152,22,0.379
alkanoate,require,5,5,2365,0.379
polyhydroxy,require,5,5,2365,0.379
nacelle,convey,2,4,836,0.379
lever,bias,3,172,34,0.379
node,stand,6,130,117,0.379
centre,sense,11,46,763,0.379
strip,wind,6,67,227,0.379
idler,convey,2,4,836,0.379
parameter,pressurise,3,450,13,0.379
magnetron,arrange,4,6,1450,0.3789
bed,trickle,7,1255,15,0.3789
filtering,preprocesse,3,308,19,0.3789
leaching,solidify,3,32,183,0.3789
household,intensify,2,108,31,0.3789
element,rest,9,783,34,0.3789
vein,contaminate,4,15,581,0.3788
equipment,densifie,2,1117,3,0.3788
clinker,result,2,4,838,0.3788
story,draw,2,8,419,0.3788
dephosphorus,maximize,2,10,335,0.3788
silvering,result,2,4,838,0.3788
calibration,inspect,4,72,121,0.3788
underpass,draw,2,8,419,0.3788
piglet,maximize,2,10,335,0.3788
evaporation,brush,2,670,5,0.3788
cohesion,maximize,2,10,335,0.3788
optic,acquire,2,8,419,0.3788
delta,acquire,2,8,419,0.3788
rainfall,grant,2,1117,3,0.3788
funnel,shape,25,117,932,0.3788
homogeneity,ensure,2,7,479,0.3787
angle,crosslinke,4,513,17,0.3787
compliance,ensure,2,7,479,0.3787
manner,orient,7,524,36,0.3787
snap,space,2,11,305,0.3787
fence,project,2,26,129,0.3787
magnitude,file,2,129,26,0.3787
redox,desorb,4,153,57,0.3787
fv,evaporate,2,7,479,0.3787
balance,load,10,133,232,0.3787
polisher,sterilize,4,19,459,0.3787
support,fix,291,1419,2267,0.3787
vw,evaporate,2,7,479,0.3787
center,mate,3,1173,5,0.3787
myriad,evaporate,2,7,479,0.3787
byproduct,sterilize,4,19,459,0.3787
media,twist,3,89,66,0.3786
nozzle,dangle,2,1679,2,0.3786
nozzle,blower,2,1679,2,0.3786
quicklime,dry,5,25,475,0.3786
centre,belong,2,46,73,0.3786
volatile,embed,3,16,367,0.3786
hole,insert,364,3421,1282,0.3785
sleeve,tensione,2,224,15,0.3785
prior,disclose,3,20,294,0.3785
corner,slop,2,168,20,0.3785
clamp,interconnect,2,42,80,0.3785
hormone,affect,7,25,756,0.3785
transducer,vibrate,2,24,140,0.3785
equilibration,surround,3,9,653,0.3785
baffle,damp,2,160,21,0.3785
air,blow,212,6365,327,0.3785
benefit,permit,2,35,96,0.3785
joint,warp,6,955,16,0.3785
sleeve,diverge,2,224,15,0.3785
earthquake,file,3,226,26,0.3785
charge,spend,2,160,21,0.3785
approach,degrade,2,40,84,0.3785
insertion,fasten,39,357,565,0.3785
scraper,sludge,2,210,16,0.3785
resonance,split,2,105,32,0.3785
probability,calculate,65,249,1639,0.3785
car,fail,3,84,70,0.3785
laundry,foam,3,84,70,0.3785
demister,vibrate,2,24,140,0.3785
bar,unfold,4,514,17,0.3785
rotor,reciprocate,6,133,115,0.3784
adsorbent,impair,3,111,53,0.3784
skeleton,solidify,5,65,183,0.3784
pillar,hinge,2,57,59,0.3784
concentrator,solubilize,2,66,51,0.3784
overflow,bath,4,972,9,0.3784
modeling,integrate,3,10,589,0.3783
drogue,engage,2,13,259,0.3783
evaluation,diagnose,3,190,31,0.3783
registration,lay,6,58,264,0.3783
rgb,call,2,13,259,0.3783
mcf,regulate,2,7,481,0.3783
deflector,engage,2,13,259,0.3783
incubator,fluidize,2,12,281,0.3782
rod,electrolysi,2,843,4,0.3782
volume,preloade,4,1252,7,0.3782
winch,dredge,4,64,137,0.3782
fly,chelate,6,77,199,0.3782
fermenter,fluidize,3,21,281,0.3781
compound,charge,22,508,181,0.3781
receptacle,characterise,6,55,279,0.3781
sio,specify,5,39,306,0.3781
plug,inflate,3,144,41,0.3781
rod,demolde,3,843,7,0.3781
hormone,elute,2,25,135,0.3781
donor,switch,9,43,624,0.3781
ducting,adapt,6,65,236,0.3781
error,defoame,4,231,38,0.3781
foamer,reach,3,5,1181,0.3781
streaming,act,2,4,845,0.378
change,template,3,1970,3,0.378
ppm,reject,2,161,21,0.378
oscillation,issue,2,31,109,0.378
sangkwang,consist,3,5,1182,0.378
list,issue,2,31,109,0.378
object,devise,42,2058,109,0.378
flotation,flocculate,16,503,118,0.378
developer,adsorb,3,15,394,0.378
art,pulse,2,676,5,0.378
mouth,prevail,2,69,49,0.378
worker,average,2,169,20,0.378
landslide,understand,2,23,147,0.378
downflow,degas,2,26,130,0.378
lime,carbonate,4,244,36,0.378
change,retake,3,1970,3,0.378
incline,flush,2,13,260,0.378
ton,deform,5,66,181,0.378
net,atomize,3,422,14,0.378
limb,act,2,4,845,0.378
insulator,join,3,28,211,0.378
trigger,actuate,2,26,130,0.378
cn,flush,2,13,260,0.378
niche,act,2,4,845,0.378
rock,shield,5,98,122,0.3779
media,backwash,2,89,38,0.3779
loess,pulverize,2,36,94,0.3779
production,desublimate,2,846,4,0.3779
benching,direct,2,12,282,0.3779
display,supervise,2,564,6,0.3779
rail,refine,3,174,34,0.3779
proportion,state,2,154,22,0.3778
roadside,cure,3,31,191,0.3778
indication,distribute,15,90,604,0.3778
integer,pack,3,37,160,0.3778
technique,seek,3,312,19,0.3777
bio,hang,2,53,64,0.3777
vt,follow,2,5,678,0.3777
pall,follow,2,5,678,0.3777
eluate,fasten,2,6,565,0.3777
viewing,fasten,2,6,565,0.3777
link,pivot,3,152,39,0.3777
piezo,fasten,2,6,565,0.3777
effectiveness,impair,2,64,53,0.3777
accelerometer,record,2,15,226,0.3777
ba,follow,2,5,678,0.3777
cable,deploy,6,395,39,0.3777
abundance,follow,2,5,678,0.3777
hood,project,3,46,129,0.3776
warmth,manufacture,2,7,485,0.3776
tin,disclose,4,30,294,0.3776
needle,soak,2,117,29,0.3776
formula,derive,19,238,317,0.3776
rack,elevate,2,39,87,0.3776
phase,chelate,24,523,199,0.3776
catchment,capture,9,154,175,0.3776
anomaly,identify,22,133,694,0.3776
deodorization,assist,2,87,39,0.3776
homogeneity,manufacture,2,7,485,0.3776
dredging,tow,2,117,29,0.3776
materiala,purify,2,2,1699,0.3775
jijang,purify,2,2,1699,0.3775
sashimi,purify,2,2,1699,0.3775
completion,issue,4,81,109,0.3775
refine,purify,2,2,1699,0.3775
amphibian,purify,2,2,1699,0.3775
hole,fasten,200,3421,565,0.3775
blunt,purify,2,2,1699,0.3775
gain,calculate,8,14,1639,0.3775
evaporation,heat,83,670,859,0.3775
gpd,purify,2,2,1699,0.3775
polypropylene,partition,4,48,184,0.3775
frost,melt,3,33,180,0.3775
diskette,purify,2,2,1699,0.3775
reptile,purify,2,2,1699,0.3775
molecule,miniaturize,3,205,29,0.3774
inequality,disperse,2,17,200,0.3774
vapour,lie,2,42,81,0.3774
existence,classify,2,25,136,0.3774
text,transmit,9,21,1286,0.3774
acceleration,accelerate,7,99,193,0.3774
individual,lose,2,18,189,0.3774
groove,fasten,95,1228,565,0.3774
productivity,improve,19,44,1718,0.3774
soundness,relate,7,13,1469,0.3774
nylon,disperse,2,17,200,0.3774
manufacturer,lose,2,18,189,0.3774
velocity,stagger,2,340,10,0.3774
polymerization,bind,2,19,179,0.3774
deformation,renovate,2,567,6,0.3774
harness,dispose,3,4,1487,0.3774
ray,traverse,2,179,19,0.3774
model,inputte,24,695,150,0.3774
detail,discuss,6,303,51,0.3774
fume,bolt,2,81,42,0.3774
blade,stir,46,448,570,0.3774
rebar,mold,2,18,189,0.3774
waveguide,match,2,17,200,0.3774
tritium,immerse,2,17,200,0.3774
aggression,dispose,3,4,1487,0.3774
shaving,dispose,3,4,1487,0.3774
substance,export,3,1982,3,0.3774
ai,represent,2,13,262,0.3773
loading,calibrate,3,96,62,0.3773
cardholder,attach,2,2,1703,0.3773
board,throw,3,170,35,0.3773
crescent,attach,2,2,1703,0.3773
overlap,wind,2,15,227,0.3773
struvitet,attach,2,2,1703,0.3773
well,grout,8,718,32,0.3773
stacking,wind,2,15,227,0.3773
datum,regress,9,2456,11,0.3773
predictor,represent,2,13,262,0.3773
exhaustion,soften,3,24,248,0.3773
filterability,improve,5,7,1718,0.3773
melting,extrude,3,93,64,0.3773
history,inputte,4,59,150,0.3773
hinderance,attach,2,2,1703,0.3773
deer,attach,2,2,1703,0.3773
climax,dissolve,2,2,1705,0.3772
wlg,dissolve,2,2,1705,0.3772
min,impact,2,142,24,0.3772
subphotocatalyst,dissolve,2,2,1705,0.3772
preference,give,2,8,426,0.3772
stability,commercialize,2,213,16,0.3772
ndf,give,2,8,426,0.3772
apartment,live,6,90,172,0.3772
nom,dissolve,2,2,1705,0.3772
condenser,dehumidify,2,341,10,0.3772
miscation,dissolve,2,2,1705,0.3772
mixture,fluorinate,2,682,5,0.3772
appendix,sense,10,41,763,0.3772
biosolid,select,2,5,682,0.3772
scale,brush,2,682,5,0.3772
receptacle,calibrate,2,55,62,0.3772
venue,dissolve,2,2,1705,0.3772
kostenbader,dissolve,2,2,1705,0.3772
sl,select,2,5,682,0.3772
fishy,dissolve,2,2,1705,0.3772
condenser,condensate,2,341,10,0.3772
sesa,select,2,5,682,0.3772
disadvantage,list,2,284,12,0.3772
plunger,restrict,2,62,55,0.3772
cylinder,supersaturate,2,1137,3,0.3771
aggregation,aggregate,10,180,174,0.3771
noise,travel,10,301,104,0.3771
meter,disaggregate,5,2411,5,0.3771
rgb,select,4,13,682,0.3771
cylinder,rejoin,2,1137,3,0.3771
recycling,sort,3,157,38,0.3771
isobutylene,add,2,2,1709,0.377
fusion,integrate,9,46,589,0.377
surveillance,charge,3,33,181,0.377
cytochrome,produce,3,4,1492,0.377
micromeritic,add,2,2,1709,0.377
fertilizing,add,2,2,1709,0.377
reasoning,add,2,2,1709,0.377
mercaptobenzothiazole,add,2,2,1709,0.377
tonmehl,add,2,2,1709,0.377
solidification,solubilize,2,67,51,0.377
pcr,add,2,2,1709,0.377
kaolinitisches,add,2,2,1709,0.377
patent,file,5,464,26,0.377
nigomaku,add,2,2,1709,0.377
iso,add,2,2,1709,0.377
sedigraph,add,2,2,1709,0.377
rationality,add,2,2,1709,0.377
mixer,mix,106,317,2551,0.377
flood,analyze,24,285,367,0.377
alkane,add,2,2,1709,0.377
tunnel,burst,2,67,51,0.377
catcher,integrate,9,46,589,0.377
count,simulate,2,56,61,0.377
electrodialyzer,add,2,2,1709,0.377
δvout,add,2,2,1709,0.377
machine,idle,4,592,15,0.3769
array,contact,7,41,468,0.3769
grass,stack,2,18,190,0.3769
repetition,meet,2,20,171,0.3769
departure,wrap,2,30,114,0.3769
radiocarbon,inject,5,7,1725,0.3769
mouse,stir,2,6,570,0.3769
insolubilization,stir,2,6,570,0.3769
coloring,display,3,12,498,0.3769
bubbler,stir,2,6,570,0.3769
cloth,weave,5,198,61,0.3769
preconcentrate,circulate,6,9,1725,0.3769
floatation,desorb,2,60,57,0.3769
thermosetting,stir,2,6,570,0.3769
pyrolysis,melt,2,19,180,0.3769
mover,stir,2,6,570,0.3769
stop,stop,95,516,1349,0.3769
reliability,shoot,2,180,19,0.3769
drogue,emit,2,13,263,0.3769
disposal,compact,2,118,29,0.3768
acid,denitrification,2,1141,3,0.3768
mizui,set,3,3,1994,0.3768
classification,synthesize,2,163,21,0.3768
conversion,halogenate,2,214,16,0.3768
health,derive,10,99,317,0.3768
purifier,preset,4,635,14,0.3768
rim,incorporate,2,32,107,0.3768
injecting,set,3,3,1994,0.3768
interaction,incorporate,2,32,107,0.3768
photographing,branch,3,19,315,0.3768
trench,excavate,6,116,134,0.3768
flower,save,2,21,163,0.3768
crank,contract,2,29,118,0.3768
instruction,synthesize,2,163,21,0.3768
medicine,shrink,3,187,32,0.3768
management,entrust,2,1141,3,0.3768
collapse,dig,5,107,113,0.3768
loan,settle,4,7,1272,0.3767
dc,energize,4,178,50,0.3767
vein,insert,7,15,1282,0.3767
temperature,heat,401,5892,859,0.3767
closing,percolate,2,857,4,0.3767
use,bifurcate,3,1497,4,0.3767
thickness,thin,2,429,8,0.3766
flocculant,aggregate,25,638,174,0.3766
component,binarize,2,1715,2,0.3766
fluid,rejoin,3,1998,3,0.3766
condition,interrogate,2,1716,2,0.3766
radiation,homogenize,2,156,22,0.3766
electron,interact,2,143,24,0.3766
grouting,foam,2,49,70,0.3766
customer,impact,2,143,24,0.3766
elevation,concern,3,55,109,0.3766
flora,pump,3,6,999,0.3766
frost,empty,2,33,104,0.3766
notification,differ,6,181,86,0.3766
travel,travel,2,33,104,0.3766
acetate,concentrate,4,17,524,0.3766
lighting,hit,2,35,98,0.3766
component,cluster,2,1715,2,0.3766
protrusion,fasten,46,455,565,0.3766
component,pyrolyze,2,1715,2,0.3766
metering,expire,2,264,13,0.3766
tap,worry,2,858,4,0.3766
decline,raise,2,7,490,0.3766
bubbler,pump,3,6,999,0.3766
zeolite,ferment,3,111,54,0.3766
condition,problem,2,1716,2,0.3766
dirt,wipe,2,264,13,0.3766
impeller,layer,2,490,7,0.3766
deflector,shape,5,13,932,0.3766
chitosan,prepare,3,19,316,0.3765
dm,inhibit,3,15,400,0.3765
org,obtain,5,5,2424,0.3765
bevel,transmit,8,18,1286,0.3765
jetting,expand,5,28,433,0.3765
welding,fuse,2,101,34,0.3765
erlenmeyer,improve,2,2,1718,0.3765
bm,obtain,5,5,2424,0.3765
foundation,rest,2,101,34,0.3765
idler,heat,2,4,859,0.3765
frasco,improve,2,2,1718,0.3765
annex,improve,2,2,1718,0.3765
yellow,improve,2,2,1718,0.3765
maker,heat,2,4,859,0.3765
polarity,alternate,4,91,98,0.3765
poc,obtain,5,5,2424,0.3765
titania,adjust,9,11,2476,0.3765
exceedance,exceed,17,49,1334,0.3765
mediation,fall,2,4,860,0.3764
wedge,dewatere,8,67,346,0.3764
pam,fall,2,4,860,0.3764
chitosan,charge,2,19,181,0.3764
permeation,perforate,12,168,241,0.3764
band,seek,2,181,19,0.3764
fst,fall,2,4,860,0.3764
screw,rotate,190,836,2169,0.3764
diagnosis,deviate,3,77,78,0.3764
inhibitor,suggest,5,289,42,0.3764
depth,correct,43,838,280,0.3764
outset,charge,2,19,181,0.3764
weld,weld,2,19,181,0.3764
ton,roll,3,66,91,0.3764
potential,group,3,401,15,0.3763
memory,read,11,218,165,0.3763
notice,replace,3,11,547,0.3763
deterioration,optimize,15,448,123,0.3763
vw,heat,3,7,859,0.3763
acquisition,label,2,246,14,0.3763
factory,propose,13,164,276,0.3763
fv,heat,3,7,859,0.3763
issue,occupy,2,41,84,0.3763
screen,antagonize,2,1148,3,0.3763
impact,buffer,7,394,49,0.3763
underground,predict,7,21,919,0.3763
drogue,hold,3,13,463,0.3762
separation,tritiate,6,2233,7,0.3762
alumina,age,2,53,65,0.3762
mixer,preprocesse,3,317,19,0.3762
experiment,examine,4,172,52,0.3762
pattern,learn,7,230,84,0.3762
agglomeration,stagnate,4,213,42,0.3762
minimum,differ,3,70,86,0.3762
tractor,dispose,7,13,1487,0.3762
seal,lubricate,3,317,19,0.3762
gutter,fulfill,2,265,13,0.3762
lakeside,circulate,2,2,1725,0.3761
accounting,circulate,2,2,1725,0.3761
fusion,strengthen,2,46,75,0.3761
farming,realize,2,25,138,0.3761
content,nitride,2,862,4,0.3761
attribute,acquire,16,144,419,0.3761
waterscape,circulate,2,2,1725,0.3761
chiller,cool,3,4,1506,0.3761
push,engage,5,47,259,0.3761
sashimi,circulate,2,2,1725,0.3761
prechlorination,inject,2,2,1725,0.3761
ritzner,cool,3,4,1506,0.3761
fairness,circulate,2,2,1725,0.3761
subphotocatalyst,circulate,2,2,1725,0.3761
retreatment,circulate,2,2,1725,0.3761
reserve,chelate,4,45,199,0.3761
perimeter,utilize,2,10,345,0.3761
pocket,seal,11,45,801,0.376
range,demineralize,4,1120,8,0.376
specie,live,6,91,172,0.376
content,comminute,3,862,7,0.376
fastener,seat,8,102,228,0.376
deterioration,aggravate,4,448,20,0.376
coagulant,agglomerate,12,387,105,0.376
availability,regard,2,19,182,0.3759
duct,adjoin,2,247,14,0.3759
nacl,saturate,2,54,64,0.3759
guard,withstand,2,27,128,0.3759
shutter,slide,2,18,192,0.3759
compression,modulate,2,216,16,0.3759
requirement,image,2,108,32,0.3759
exhaustion,trigger,2,24,144,0.3759
telephone,report,2,38,91,0.3759
calculation,splash,3,604,10,0.3759
pcb,withstand,2,27,128,0.3759
equation,represent,15,211,262,0.3759
ssc,intend,2,18,192,0.3759
point,deduce,4,1794,5,0.3759
reject,intend,2,18,192,0.3759
rib,protrude,19,120,638,0.3759
specie,scale,2,91,38,0.3759
injection,oversee,2,1729,2,0.3759
pan,hang,2,54,64,0.3759
anomaly,normalize,2,133,26,0.3759
void,split,2,108,32,0.3759
farmland,stir,7,34,570,0.3759
applicator,condense,2,9,384,0.3759
injection,text,2,1729,2,0.3759
injection,blower,2,1729,2,0.3759
anomaly,file,2,133,26,0.3759
sunlight,irradiate,5,66,185,0.3758
smoke,emit,3,23,263,0.3758
mmφ,obtain,7,8,2424,0.3758
eq,produce,7,13,1492,0.3758
mirror,emit,3,23,263,0.3758
lid,cap,3,864,7,0.3758
trap,decontaminate,2,173,20,0.3758
prioritization,bury,3,5,1209,0.3758
timer,reset,3,155,39,0.3758
mf,fluidize,8,83,281,0.3757
set,dislodge,2,315,11,0.3757
conversion,guarantee,4,214,42,0.3757
microcontroller,read,2,21,165,0.3757
surveillance,interlock,2,33,105,0.3757
value,set,590,4342,1994,0.3757
race,expand,2,8,433,0.3757
receiver,renew,2,433,8,0.3757
director,mount,2,3,1155,0.3757
self,spin,4,321,28,0.3757
digestion,attain,2,231,15,0.3757
grit,denitrify,2,35,99,0.3757
telemeter,identify,2,5,694,0.3756
saj,identify,2,5,694,0.3756
listening,identify,2,5,694,0.3756
hold,find,2,10,347,0.3756
drought,express,4,120,75,0.3756
parameter,average,4,450,20,0.3756
autofluorescence,transmit,4,7,1286,0.3756
respect,construe,3,505,12,0.3756
dma,identify,2,5,694,0.3756
permission,identify,2,5,694,0.3756
sum,deploy,2,89,39,0.3755
metaborate,remain,2,3,1158,0.3755
regenerator,soften,2,14,248,0.3755
retention,conform,2,217,16,0.3755
stage,dephosphate,2,1158,3,0.3755
land,preserve,4,237,38,0.3755
agent,complexe,6,1311,12,0.3755
fe,range,2,112,31,0.3755
dirt,free,3,264,23,0.3754
connection,rejoin,3,2024,3,0.3754
arm,tilt,3,148,41,0.3754
phosphate,nitrate,2,183,19,0.3754
disk,rotate,80,256,2169,0.3754
filtering,filter,93,308,2218,0.3754
phosphate,cleanse,2,183,19,0.3754
jaw,tighten,8,269,87,0.3754
company,reclaim,2,79,44,0.3754
extrusion,mold,7,103,189,0.3754
spawn,drop,2,8,435,0.3753
safety,unlock,2,435,8,0.3753
redox,amplify,4,153,59,0.3753
boundary,invert,7,174,112,0.3753
coagulant,flocculate,13,387,118,0.3753
constant,substitute,2,87,40,0.3753
buffer,cushion,2,232,15,0.3753
debris,rat,2,174,20,0.3753
intersection,align,2,49,71,0.3753
ozonizer,bring,2,10,348,0.3753
ammonia,mediate,2,435,8,0.3753
vapor,aspirate,2,387,9,0.3752
ac,power,2,85,41,0.3752
completion,dismantle,2,81,43,0.3752
polystyrene,break,2,9,387,0.3752
magnitude,ground,2,129,27,0.3752
coagulant,admix,2,387,9,0.3752
needle,count,3,117,52,0.3752
factory,flood,7,164,119,0.3752
processor,sound,2,268,13,0.3752
recuperator,cool,4,6,1506,0.3752
inclusion,loosen,3,77,79,0.3752
polymer,flock,2,387,9,0.3752
drainage,drain,270,2758,1074,0.3752
manpower,automate,2,85,41,0.3752
disaster,converge,2,205,17,0.3752
disease,promote,6,35,451,0.3752
cutting,propel,2,83,42,0.3751
carbon,adsorb,73,1245,394,0.3751
work,fetch,2,872,4,0.3751
antinode,correspond,6,6,2634,0.3751
magnet,print,2,249,14,0.3751
sidewall,tighten,3,70,87,0.3751
outline,look,2,21,166,0.3751
mixer,weigh,2,317,11,0.3751
adaptation,clog,2,16,218,0.3751
admixture,stay,3,35,174,0.3751
cad,display,2,7,498,0.3751
soybean,derive,2,11,317,0.3751
kaga,operate,6,6,2633,0.3751
seal,slurrye,2,317,11,0.3751
encasing,contaminate,2,6,581,0.3751
